pickup_datetime,pickup_latitude,pickup_longitude,trip_distance,trip_duration
2023-01-01 00:00:00,40.64981604753894,-74.01317959076665,14.734967064304422,392
2023-01-01 00:01:00,40.88028572256397,-74.0335439518843,4.0979839141748755,2710
2023-01-01 00:02:00,40.79279757672456,-74.11192304374858,7.259474040212781,225
2023-01-01 00:03:00,40.73946339367881,-73.89636666494926,13.433972418727455,2268
2023-01-01 00:04:00,40.56240745617698,-73.96168791974569,9.900742218227359,65
2023-01-01 00:05:00,40.56239780813448,-73.767149503838,14.902135253380429,2312
2023-01-01 00:06:00,40.52323344486728,-74.18394520975897,19.243554073845765,591
2023-01-01 00:07:00,40.84647045830997,-73.87806603622244,2.7726604104463513,3231
2023-01-01 00:08:00,40.74044600469728,-73.81852556074422,14.336570469762188,1760
2023-01-01 00:09:00,40.78322903111842,-73.82025671540585,4.991711034826233,2152
2023-01-01 00:10:00,40.50823379771832,-73.75696301645225,8.5822961844476,516
2023-01-01 00:11:00,40.88796394086479,-73.83548312858525,1.1408231530052266,286
2023-01-01 00:12:00,40.83297705632017,-73.73609496917615,3.150193954707629,2106
2023-01-01 00:13:00,40.58493564427131,-74.03367170008956,6.735657136453543,3446
2023-01-01 00:14:00,40.57272998688284,-73.94839529162424,7.168723203115706,2159
2023-01-01 00:15:00,40.573361803941374,-74.19296016835855,18.041911721010866,3277
2023-01-01 00:16:00,40.62169689718382,-74.19652120634835,14.965351730697044,3412
2023-01-01 00:17:00,40.709902572652894,-74.07993668977424,19.4575678796473,3254
2023-01-01 00:18:00,40.67277800745685,-74.14959640143046,12.18189445153719,1802
2023-01-01 00:19:00,40.61649165607922,-74.06989431603212,5.213417775780701,530
2023-01-01 00:20:00,40.74474115788895,-74.1114783527358,6.889273083472036,956
2023-01-01 00:21:00,40.55579754426082,-74.18573998758067,6.736800504193358,1380
2023-01-01 00:22:00,40.61685785941409,-73.74534792679698,6.866639389433406,2721
2023-01-01 00:23:00,40.64654473731748,-74.19588843430556,13.622801375680405,2619
2023-01-01 00:24:00,40.682427993686815,-73.83195892783147,10.850754597763116,2893
2023-01-01 00:25:00,40.814070384557205,-74.12392605654024,8.015771472689565,1724
2023-01-01 00:26:00,40.57986951286335,-73.74388518900021,3.407250490209974,1585
2023-01-01 00:27:00,40.70569377536545,-73.75360203020506,0.9317136773718452,1285
2023-01-01 00:28:00,40.736965827544815,-73.87304942681537,4.767276212960006,2522
2023-01-01 00:29:00,40.518580165088,-73.8638829250997,2.595692377389285,2721
2023-01-01 00:30:00,40.74301794076057,-74.19733042901515,15.816178101618668,1505
2023-01-01 00:31:00,40.568209649474916,-73.7075642169432,2.693710177370765,2627
2023-01-01 00:32:00,40.526020637194115,-73.76108369821209,14.622450627483305,733
2023-01-01 00:33:00,40.87955421490133,-73.75244688713495,8.020344450633612,1156
2023-01-01 00:34:00,40.886252813229824,-73.87037773147456,1.9308786000036315,2452
2023-01-01 00:35:00,40.82335893924658,-74.02760653567273,16.348235963915922,3158
2023-01-01 00:36:00,40.62184550766935,-73.75317567545476,11.80279611961396,3300
2023-01-01 00:37:00,40.53906884560255,-74.0542415359244,5.097349500839675,2882
2023-01-01 00:38:00,40.77369321060486,-73.9186442283289,17.946282899487024,2692
2023-01-01 00:39:00,40.67606099749584,-74.15013451382806,1.3825371204757535,1292
2023-01-01 00:40:00,40.54881529393791,-73.73902218493363,4.435482359856376,2987
2023-01-01 00:41:00,40.69807076404451,-74.12961477111439,15.16491509221429,957
2023-01-01 00:42:00,40.51375540844609,-74.0875515971348,14.332869641042839,2022
2023-01-01 00:43:00,40.86372816083151,-73.9209329209359,6.140798027627322,907
2023-01-01 00:44:00,40.60351199264001,-73.8179534998935,1.7094850693792707,2026
2023-01-01 00:45:00,40.76500891374159,-73.89032434703185,17.232522408386405,2832
2023-01-01 00:46:00,40.624684430435764,-74.08393304359993,6.617103942363101,2764
2023-01-01 00:47:00,40.70802720847112,-74.19952847873626,4.316411591101172,2718
2023-01-01 00:48:00,40.71868411173731,-73.82142470984628,10.563205536039053,3441
2023-01-01 00:49:00,40.57394178221021,-73.70739633704446,18.249430386007724,3131
2023-01-01 00:50:00,40.887833851105825,-73.79504343984696,1.3491582679458192,3054
2023-01-01 00:51:00,40.810053129344446,-73.9698966909217,15.43317971660231,2287
2023-01-01 00:52:00,40.875799576625674,-73.74811636930045,11.663227944804824,706
2023-01-01 00:53:00,40.85793094017106,-73.99507616344083,8.79625777276043,497
2023-01-01 00:54:00,40.73915999152443,-73.93753295787828,15.00956866004867,1560
2023-01-01 00:55:00,40.868749694009246,-73.96143511630216,19.33357627661183,2502
2023-01-01 00:56:00,40.535397000820765,-73.97618806366724,4.969521117672475,1785
2023-01-01 00:57:00,40.578393144967656,-73.81240461535305,3.3011236189063324,1625
2023-01-01 00:58:00,40.518090915564215,-73.93661554636526,18.30119403184259,2701
2023-01-01 00:59:00,40.630132132305306,-74.0416414389874,13.544585010417423,2164
2023-01-01 01:00:00,40.65547091587579,-74.07092091617076,9.040727420458337,3305
2023-01-01 01:01:00,40.608539612709556,-74.18112634151629,11.67856162015352,1803
2023-01-01 01:02:00,40.83149500366077,-73.90840241905848,15.039471150936759,385
2023-01-01 01:03:00,40.64270133067743,-74.08501929229949,15.574122024761486,381
2023-01-01 01:04:00,40.61237380387495,-74.12593303899182,18.43793652596981,2290
2023-01-01 01:05:00,40.717078433263296,-73.87308501808616,8.823434383464642,2342
2023-01-01 01:06:00,40.55636968998991,-73.85939537108924,6.221512745378202,2726
2023-01-01 01:07:00,40.82087879230161,-73.82392255387117,12.973453202401917,1269
2023-01-01 01:08:00,40.52982025747191,-73.94821155183071,8.606694035950841,325
2023-01-01 01:09:00,40.894754774640205,-73.75297269739806,12.094669852005069,3116
2023-01-01 01:10:00,40.80889790771866,-73.73182862330088,8.689723069891029,901
2023-01-01 01:11:00,40.57948627261367,-73.79631453010376,3.4834178402244023,388
2023-01-01 01:12:00,40.50220884684944,-73.88220325899592,9.65382165734969,3496
2023-01-01 01:13:00,40.82618457138193,-74.04813952320441,13.97289752785014,742
2023-01-01 01:14:00,40.78274293753905,-73.70852753918989,16.086034249519173,2131
2023-01-01 01:15:00,40.79160286721639,-74.06293191640404,10.119862397532664,1344
2023-01-01 01:16:00,40.80850813867438,-74.09867153900478,3.722138859102818,1438
2023-01-01 01:17:00,40.529617860693634,-73.97892294310671,8.586410338163915,2303
2023-01-01 01:18:00,40.643386291417706,-74.17157971464381,15.832731612413117,2718
2023-01-01 01:19:00,40.54634762381005,-73.7107527676641,8.55075577703292,1971
2023-01-01 01:20:00,40.84524137035024,-73.9057832217918,14.082350475282336,1416
2023-01-01 01:21:00,40.74931925073102,-73.92152395416791,10.390666792722751,2720
2023-01-01 01:22:00,40.63235920994106,-73.87210186005014,5.203850939633235,1947
2023-01-01 01:23:00,40.52542334011441,-73.9514881761114,16.02493490644995,2038
2023-01-01 01:24:00,40.62439292868626,-74.18396824145273,2.142162354378397,691
2023-01-01 01:25:00,40.630073328810695,-73.8938443555798,10.735360513725437,380
